Reaction Coordinate,Energy (meV)
0.51182381,-1080.97306174
0.51193181,-1080.94107079
0.51203981,-1080.90879071
0.51214781,-1080.87622161
0.51225582,-1080.84336364
0.51236382,-1080.81021691
0.51247182,-1080.77678158
0.51257982,-1080.74305775
0.51268783,-1080.70904558
0.51279583,-1080.67474518
0.51290383,-1080.64015669
0.51301183,-1080.60528024
0.51311984,-1080.57011596
0.51322784,-1080.53466398
0.51333584,-1080.49892443
0.51344384,-1080.46289745
0.51355185,-1080.42658316
0.51365985,-1080.38998170
0.51376785,-1080.35309320
0.51387585,-1080.31591778
0.51398386,-1080.27845559
0.51409186,-1080.24070674
0.51419986,-1080.20267138
0.51430786,-1080.16434963
0.51441587,-1080.12574162
0.51452387,-1080.08684749
0.51463187,-1080.04766736
0.51473987,-1080.00820137
0.51484788,-1079.96844965
0.51495588,-1079.92841233
0.51506388,-1079.88808954
0.51517188,-1079.84748141
0.51527989,-1079.80658808
0.51538789,-1079.76540967
0.51549589,-1079.72394631
0.51560389,-1079.68219814
0.51571190,-1079.64016529
0.51581990,-1079.59784788
0.51592790,-1079.55524606
0.51603590,-1079.51235995
0.51614391,-1079.46918967
0.51625191,-1079.42573537
0.51635991,-1079.38199718
0.51646791,-1079.33797522
0.51657592,-1079.29366962
0.51668392,-1079.24908052
0.51679192,-1079.20420806
0.51689992,-1079.15905235
0.51700793,-1079.11361353
0.51711593,-1079.06789173
0.51722393,-1079.02188709
0.51733193,-1078.97559973
0.51743994,-1078.92902978
0.51754794,-1078.88217738
0.51765594,-1078.83504266
0.51776394,-1078.78762575
0.51787195,-1078.73992678
0.51797995,-1078.69194587
0.51808795,-1078.64368317
0.51819595,-1078.59513880
0.51830396,-1078.54631290
0.51841196,-1078.49720559
0.51851996,-1078.44781701
0.51862796,-1078.39814728
0.51873597,-1078.34819654
0.51884397,-1078.29796493
0.51895197,-1078.24745256
0.51905997,-1078.19665957
0.51916798,-1078.14558610
0.51927598,-1078.09423227
0.51938398,-1078.04259822
0.51949198,-1077.99068407
0.51959999,-1077.93848996
0.51970799,-1077.88601602
0.51981599,-1077.83326238
0.51992399,-1077.78022917
0.52003200,-1077.72691652
0.52014000,-1077.67332457
0.52024800,-1077.61945343
0.52035600,-1077.56530326
0.52046401,-1077.51087416
0.52057201,-1077.45616629
0.52068001,-1077.40117977
0.52078801,-1077.34591472
0.52089602,-1077.29037129
0.52100402,-1077.23454959
0.52111202,-1077.17844977
0.52122002,-1077.12207196
0.52132803,-1077.06541628
0.52143603,-1077.00848286
0.52154403,-1076.95127184
0.52165203,-1076.89378335
0.52176004,-1076.83601753
0.52186804,-1076.77797449
0.52197604,-1076.71965437
0.52208404,-1076.66105731
0.52219205,-1076.60218343
0.52230005,-1076.54303286
0.52240805,-1076.48360574
0.52251605,-1076.42390220
0.52262406,-1076.36392237
0.52273206,-1076.30366638
0.52284006,-1076.24313435
0.52294806,-1076.18232643
0.52305607,-1076.12124275
0.52316407,-1076.05988342
0.52327207,-1075.99824860
0.52338007,-1075.93633839
0.52348808,-1075.87415295
0.52359608,-1075.81169239
0.52370408,-1075.74895686
0.52381208,-1075.68594647
0.52392009,-1075.62266137
0.52402809,-1075.55910168
0.52413609,-1075.49526753
0.52424409,-1075.43115906
0.52435210,-1075.36677639
0.52446010,-1075.30211966
0.52456810,-1075.23718900
0.52467610,-1075.17198454
0.52478411,-1075.10650641
0.52489211,-1075.04075475
0.52500011,-1074.97472967
0.52510811,-1074.90843132
0.52521612,-1074.84185983
0.52532412,-1074.77501532
0.52543212,-1074.70789793
0.52554012,-1074.64050778
0.52564813,-1074.57284502
0.52575613,-1074.50490977
0.52586413,-1074.43670216
0.52597213,-1074.36822232
0.52608014,-1074.29947039
0.52618814,-1074.23044649
0.52629614,-1074.16115076
0.52640414,-1074.09158332
0.52651215,-1074.02174432
0.52662015,-1073.95163387
0.52672815,-1073.88125211
0.52683615,-1073.81059918
0.52694416,-1073.73967520
0.52705216,-1073.66848030
0.52716016,-1073.59701462
0.52726816,-1073.52527828
0.52737617,-1073.45327143
0.52748417,-1073.38099418
0.52759217,-1073.30844667
0.52770017,-1073.23562903
0.52780818,-1073.16254139
0.52791618,-1073.08918389
0.52802418,-1073.01555665
0.52813218,-1072.94165980
0.52824019,-1072.86749349
0.52834819,-1072.79305783
0.52845619,-1072.71835295
0.52856419,-1072.64337900
0.52867220,-1072.56813610
0.52878020,-1072.49262438
0.52888820,-1072.41684397
0.52899620,-1072.34079501
0.52910421,-1072.26447762
0.52921221,-1072.18789194
0.52932021,-1072.11103810
0.52942821,-1072.03391622
0.52953622,-1071.95652645
0.52964422,-1071.87886890
0.52975222,-1071.80094372
0.52986022,-1071.72275103
0.52996823,-1071.64429096
0.53007623,-1071.56556365
0.53018423,-1071.48656923
0.53029223,-1071.40730782
0.53040024,-1071.32777956
0.53050824,-1071.24798459
0.53061624,-1071.16792302
0.53072424,-1071.08759499
0.53083225,-1071.00700064
0.53094025,-1070.92614009
0.53104825,-1070.84501348
0.53115625,-1070.76362093
0.53126426,-1070.68196258
0.53137226,-1070.60003856
0.53148026,-1070.51784900
0.53158826,-1070.43539403
0.53169627,-1070.35267378
0.53180427,-1070.26968839
0.53191227,-1070.18643798
0.53202027,-1070.10292268
0.53212828,-1070.01914263
0.53223628,-1069.93509796
0.53234428,-1069.85078880
0.53245228,-1069.76621527
0.53256029,-1069.68137752
0.53266829,-1069.59627567
0.53277629,-1069.51090985
0.53288429,-1069.42528020
0.53299230,-1069.33938684
0.53310030,-1069.25322991
0.53320830,-1069.16680954
0.53331630,-1069.08012585
0.53342431,-1068.99317898
0.53353231,-1068.90596907
0.53364031,-1068.81849624
0.53374831,-1068.73076062
0.53385632,-1068.64276234
0.53396432,-1068.55450154
0.53407232,-1068.46597835
0.53418032,-1068.37719289
0.53428833,-1068.28814530
0.53439633,-1068.19883571
0.53450433,-1068.10926426
0.53461233,-1068.01943106
0.53472034,-1067.92933626
0.53482834,-1067.83897998
0.53493634,-1067.74836236
0.53504434,-1067.65748352
0.53515235,-1067.56634360
0.53526035,-1067.47494273
0.53536835,-1067.38328104
0.53547635,-1067.29135866
0.53558435,-1067.19917573
0.53569236,-1067.10673236
0.53580036,-1067.01402870
0.53590836,-1066.92106488
0.53601636,-1066.82784102
0.53612437,-1066.73435726
0.53623237,-1066.64061372
0.53634037,-1066.54661055
0.53644837,-1066.45234787
0.53655638,-1066.35782581
0.53666438,-1066.26304450
0.53677238,-1066.16800408
0.53688038,-1066.07270467
0.53698839,-1065.97714641
0.53709639,-1065.88132943
0.53720439,-1065.78525386
0.53731239,-1065.68891982
0.53742040,-1065.59232746
0.53752840,-1065.49547690
0.53763640,-1065.39836827
0.53774440,-1065.30100170
0.53785241,-1065.20337734
0.53796041,-1065.10549529
0.53806841,-1065.00735571
0.53817641,-1064.90895871
0.53828442,-1064.81030444
0.53839242,-1064.71139301
0.53850042,-1064.61222457
0.53860842,-1064.51279924
0.53871643,-1064.41311715
0.53882443,-1064.31317844
0.53893243,-1064.21298324
0.53904043,-1064.11253167
0.53914844,-1064.01182387
0.53925644,-1063.91085997
0.53936444,-1063.80964011
0.53947244,-1063.70816440
0.53958045,-1063.60643299
0.53968845,-1063.50444600
0.53979645,-1063.40220357
0.53990445,-1063.29970582
0.54001246,-1063.19695290
0.54012046,-1063.09394492
0.54022846,-1062.99068202
0.54033646,-1062.88716433
0.54044447,-1062.78339198
0.54055247,-1062.67936511
0.54066047,-1062.57508384
0.54076847,-1062.47054830
0.54087648,-1062.36575864
0.54098448,-1062.26071497
0.54109248,-1062.15541742
0.54120048,-1062.04986614
0.54130849,-1061.94406125
0.54141649,-1061.83800288
0.54152449,-1061.73169117
0.54163249,-1061.62512624
0.54174050,-1061.51830822
0.54184850,-1061.41123725
0.54195650,-1061.30391346
0.54206450,-1061.19633698
0.54217251,-1061.08850794
0.54228051,-1060.98042647
0.54238851,-1060.87209270
0.54249651,-1060.76350676
0.54260452,-1060.65466879
0.54271252,-1060.54557891
0.54282052,-1060.43623726
0.54292852,-1060.32664397
0.54303653,-1060.21679916
0.54314453,-1060.10670298
0.54325253,-1059.99635555
0.54336053,-1059.88575700
0.54346854,-1059.77490746
0.54357654,-1059.66380706
0.54368454,-1059.55245595
0.54379254,-1059.44085424
0.54390055,-1059.32900206
0.54400855,-1059.21689956
0.54411655,-1059.10454685
0.54422455,-1058.99194408
0.54433256,-1058.87909136
0.54444056,-1058.76598885
0.54454856,-1058.65263665
0.54465656,-1058.53903491
0.54476457,-1058.42518376
0.54487257,-1058.31108332
0.54498057,-1058.19673374
0.54508857,-1058.08213513
0.54519658,-1057.96728764
0.54530458,-1057.85219138
0.54541258,-1057.73684650
0.54552058,-1057.62125313
0.54562859,-1057.50541139
0.54573659,-1057.38932141
0.54584459,-1057.27298334
0.54595259,-1057.15639729
0.54606060,-1057.03956340
0.54616860,-1056.92248181
0.54627660,-1056.80515263
0.54638460,-1056.68757601
0.54649261,-1056.56975208
0.54660061,-1056.45168095
0.54670861,-1056.33336278
0.54681661,-1056.21479768
0.54692462,-1056.09598579
0.54703262,-1055.97692725
0.54714062,-1055.85762217
0.54724862,-1055.73807069
0.54735663,-1055.61827295
0.54746463,-1055.49822908
0.54757263,-1055.37793919
0.54768063,-1055.25740344
0.54778864,-1055.13662194
0.54789664,-1055.01559483
0.54800464,-1054.89432224
0.54811264,-1054.77280430
0.54822065,-1054.65104115
0.54832865,-1054.52903291
0.54843665,-1054.40677971
0.54854465,-1054.28428169
0.54865266,-1054.16153897
0.54876066,-1054.03855169
0.54886866,-1053.91531998
0.54897666,-1053.79184397
0.54908467,-1053.66812379
0.54919267,-1053.54415958
0.54930067,-1053.41995145
0.54940867,-1053.29549956
0.54951668,-1053.17080401
0.54962468,-1053.04586496
0.54973268,-1052.92068252
0.54984068,-1052.79525683
0.54994869,-1052.66958802
0.55005669,-1052.54367622
0.55016469,-1052.41752156
0.55027269,-1052.29112418
0.55038070,-1052.16448420
0.55048870,-1052.03760175
0.55059670,-1051.91047698
0.55070470,-1051.78311000
0.55081271,-1051.65550095
0.55092071,-1051.52764996
0.55102871,-1051.39955716
0.55113671,-1051.27122268
0.55124472,-1051.14264666
0.55135272,-1051.01382922
0.55146072,-1050.88477049
0.55156872,-1050.75547062
0.55167673,-1050.62592972
0.55178473,-1050.49614793
0.55189273,-1050.36612537
0.55200073,-1050.23586219
0.55210874,-1050.10535852
0.55221674,-1049.97461447
0.55232474,-1049.84363019
0.55243274,-1049.71240581
0.55254075,-1049.58094145
0.55264875,-1049.44923725
0.55275675,-1049.31729334
0.55286475,-1049.18510985
0.55297276,-1049.05268691
0.55308076,-1048.92002465
0.55318876,-1048.78712321
0.55329676,-1048.65398271
0.55340477,-1048.52060328
0.55351277,-1048.38698507
0.55362077,-1048.25312819
0.55372877,-1048.11903277
0.55383678,-1047.98469896
0.55394478,-1047.85012688
0.55405278,-1047.71531667
0.55416078,-1047.58026844
0.55426879,-1047.44498234
0.55437679,-1047.30945850
0.55448479,-1047.17369704
0.55459279,-1047.03769810
0.55470080,-1046.90146181
0.55480880,-1046.76498830
0.55491680,-1046.62827770
0.55502480,-1046.49133014
0.55513281,-1046.35414575
0.55524081,-1046.21672467
0.55534881,-1046.07906703
0.55545681,-1045.94117295
0.55556482,-1045.80304257
0.55567282,-1045.66467602
0.55578082,-1045.52607343
0.55588882,-1045.38723493
0.55599683,-1045.24816065
0.55610483,-1045.10885073
0.55621283,-1044.96930529
0.55632083,-1044.82952447
0.55642884,-1044.68950839
0.55653684,-1044.54925719
0.55664484,-1044.40877100
0.55675284,-1044.26804995
0.55686085,-1044.12709417
0.55696885,-1043.98590379
0.55707685,-1043.84447895
0.55718485,-1043.70281977
0.55729286,-1043.56092638
0.55740086,-1043.41879893
0.55750886,-1043.27643753
0.55761686,-1043.13384232
0.55772487,-1042.99101343
0.55783287,-1042.84795099
0.55794087,-1042.70465513
0.55804887,-1042.56112599
0.55815688,-1042.41736369
0.55826488,-1042.27336836
0.55837288,-1042.12914015
0.55848088,-1041.98467917
0.55858889,-1041.83998556
0.55869689,-1041.69505945
0.55880489,-1041.54990097
0.55891289,-1041.40451025
0.55902090,-1041.25888743
0.55912890,-1041.11303263
0.55923690,-1040.96694599
0.55934490,-1040.82062763
0.55945291,-1040.67407770
0.55956091,-1040.52729631
0.55966891,-1040.38028360
0.55977691,-1040.23303970
0.55988492,-1040.08556474
0.55999292,-1039.93785886
0.56010092,-1039.78992218
0.56020892,-1039.64175484
0.56031693,-1039.49335697
0.56042493,-1039.34472869
0.56053293,-1039.19587014
0.56064093,-1039.04678145
0.56074894,-1038.89746275
0.56085694,-1038.74791418
0.56096494,-1038.59813586
0.56107294,-1038.44812792
0.56118095,-1038.29789050
0.56128895,-1038.14742372
0.56139695,-1037.99672773
0.56150495,-1037.84580264
0.56161296,-1037.69464859
0.56172096,-1037.54326571
0.56182896,-1037.39165414
0.56193696,-1037.23981400
0.56204497,-1037.08774542
0.56215297,-1036.93544854
0.56226097,-1036.78292349
0.56236897,-1036.63017039
0.56247698,-1036.47718939
0.56258498,-1036.32398060
0.56269298,-1036.17054416
0.56280098,-1036.01688021
0.56290899,-1035.86298887
0.56301699,-1035.70887028
0.56312499,-1035.55452456
0.56323299,-1035.39995184
0.56334100,-1035.24515227
0.56344900,-1035.09012596
0.56355700,-1034.93487306
0.56366500,-1034.77939368
0.56377301,-1034.62368797
0.56388101,-1034.46775605
0.56398901,-1034.31159806
0.56409701,-1034.15521412
0.56420502,-1033.99860437
0.56431302,-1033.84176893
0.56442102,-1033.68470795
0.56452902,-1033.52742154
0.56463703,-1033.36990985
0.56474503,-1033.21217300
0.56485303,-1033.05421112
0.56496103,-1032.89602435
0.56506904,-1032.73761281
0.56517704,-1032.57897664
0.56528504,-1032.42011597
0.56539304,-1032.26103093
0.56550105,-1032.10172164
0.56560905,-1031.94218825
0.56571705,-1031.78243088
0.56582505,-1031.62244966
0.56593306,-1031.46224473
0.56604106,-1031.30181622
0.56614906,-1031.14116425
0.56625706,-1030.98028896
0.56636507,-1030.81919047
0.56647307,-1030.65786893
0.56658107,-1030.49632446
0.56668907,-1030.33455719
0.56679708,-1030.17256726
0.56690508,-1030.01035479
0.56701308,-1029.84791991
0.56712108,-1029.68526277
0.56722908,-1029.52238348
0.56733709,-1029.35928218
0.56744509,-1029.19595900
0.56755309,-1029.03241407
0.56766109,-1028.86864752
0.56776910,-1028.70465949
0.56787710,-1028.54045010
0.56798510,-1028.37601948
0.56809310,-1028.21136778
0.56820111,-1028.04649511
0.56830911,-1027.88140161
0.56841711,-1027.71608741
0.56852511,-1027.55055264
0.56863312,-1027.38479744
0.56874112,-1027.21882193
0.56884912,-1027.05262624
0.56895712,-1026.88621051
0.56906513,-1026.71957487
0.56917313,-1026.55271944
0.56928113,-1026.38564436
0.56938913,-1026.21834976
0.56949714,-1026.05083578
0.56960514,-1025.88310253
0.56971314,-1025.71515017
0.56982114,-1025.54697880
0.56992915,-1025.37858857
0.57003715,-1025.20997961
0.57014515,-1025.04115204
0.57025315,-1024.87210601
0.57036116,-1024.70284163
0.57046916,-1024.53335905
0.57057716,-1024.36365839
0.57068516,-1024.19373978
0.57079317,-1024.02360335
0.57090117,-1023.85324925
0.57100917,-1023.68267759
0.57111717,-1023.51188850
0.57122518,-1023.34088213
0.57133318,-1023.16965860
0.57144118,-1022.99821803
0.57154918,-1022.82656058
0.57165719,-1022.65468635
0.57176519,-1022.48259549
0.57187319,-1022.31028812
0.57198119,-1022.13776438
0.57208920,-1021.96502440
0.57219720,-1021.79206831
0.57230520,-1021.61889624
0.57241320,-1021.44550832
0.57252121,-1021.27190468
0.57262921,-1021.09808546
0.57273721,-1020.92405078
0.57284521,-1020.74980078
0.57295322,-1020.57533558
0.57306122,-1020.40065532
0.57316922,-1020.22576013
0.57327722,-1020.05065014
0.57338523,-1019.87532548
0.57349323,-1019.69978629
0.57360123,-1019.52403269
0.57370923,-1019.34806481
0.57381724,-1019.17188279
0.57392524,-1018.99548675
0.57403324,-1018.81887684
0.57414124,-1018.64205317
0.57424925,-1018.46501588
0.57435725,-1018.28776511
0.57446525,-1018.11030097
0.57457325,-1017.93262361
0.57468126,-1017.75473316
0.57478926,-1017.57662974
0.57489726,-1017.39831349
0.57500526,-1017.21978453
0.57511327,-1017.04104301
0.57522127,-1016.86208905
0.57532927,-1016.68292277
0.57543727,-1016.50354432
0.57554528,-1016.32395382
0.57565328,-1016.14415141
0.57576128,-1015.96413722
0.57586928,-1015.78391137
0.57597729,-1015.60347399
0.57608529,-1015.42282523
0.57619329,-1015.24196521
0.57630129,-1015.06089406
0.57640930,-1014.87961191
0.57651730,-1014.69811890
0.57662530,-1014.51641515
0.57673330,-1014.33450079
0.57684131,-1014.15237597
0.57694931,-1013.97004080
0.57705731,-1013.78749542
0.57716531,-1013.60473996
0.57727332,-1013.42177455
0.57738132,-1013.23859932
0.57748932,-1013.05521441
0.57759732,-1012.87161994
0.57770533,-1012.68781605
0.57781333,-1012.50380287
0.57792133,-1012.31958052
0.57802933,-1012.13514915
0.57813734,-1011.95050887
0.57824534,-1011.76565982
0.57835334,-1011.58060214
0.57846134,-1011.39533595
0.57856935,-1011.20986139
0.57867735,-1011.02417858
0.57878535,-1010.83828766
0.57889335,-1010.65218875
0.57900136,-1010.46588200
0.57910936,-1010.27936753
0.57921736,-1010.09264546
0.57932536,-1009.90571594
0.57943337,-1009.71857910
0.57954137,-1009.53123506
0.57964937,-1009.34368395
0.57975737,-1009.15592591
0.57986538,-1008.96796107
0.57997338,-1008.77978956
0.58008138,-1008.59141151
0.58018938,-1008.40282705
0.58029739,-1008.21403631
0.58040539,-1008.02503943
0.58051339,-1007.83583653
0.58062139,-1007.64642775
0.58072940,-1007.45681321
0.58083740,-1007.26699305
0.58094540,-1007.07696741
0.58105340,-1006.88673640
0.58116141,-1006.69630016
0.58126941,-1006.50565883
0.58137741,-1006.31481253
0.58148541,-1006.12376139
0.58159342,-1005.93250555
0.58170142,-1005.74104514
0.58180942,-1005.54938029
0.58191742,-1005.35751112
0.58202543,-1005.16543778
0.58213343,-1004.97316038
0.58224143,-1004.78067907
0.58234943,-1004.58799397
0.58245744,-1004.39510522
0.58256544,-1004.20201295
0.58267344,-1004.00871728
0.58278144,-1003.81521835
0.58288945,-1003.62151628
0.58299745,-1003.42761122
0.58310545,-1003.23350329
0.58321345,-1003.03919263
0.58332146,-1002.84467935
0.58342946,-1002.64996360
0.58353746,-1002.45504551
0.58364546,-1002.25992520
0.58375347,-1002.06460282
0.58386147,-1001.86907848
0.58396947,-1001.67335232
0.58407747,-1001.47742447
0.58418548,-1001.28129507
0.58429348,-1001.08496424
0.58440148,-1000.88843211
0.58450948,-1000.69169882
0.58461749,-1000.49476450
0.58472549,-1000.29762928
0.58483349,-1000.10029328
0.58494149,-999.90275665
0.58504950,-999.70501950
0.58515750,-999.50708198
0.58526550,-999.30894422
0.58537350,-999.11060634
0.58548151,-998.91206847
0.58558951,-998.71333075
0.58569751,-998.51439331
0.58580551,-998.31525628
0.58591352,-998.11591979
0.58602152,-997.91638397
0.58612952,-997.71664895
0.58623752,-997.51671487
0.58634553,-997.31658185
0.58645353,-997.11625003
0.58656153,-996.91571953
0.58666953,-996.71499050
0.58677754,-996.51406305
0.58688554,-996.31293732
0.58699354,-996.11161344
0.58710154,-995.91009155
0.58720955,-995.70837177
0.58731755,-995.50645424
0.58742555,-995.30433908
0.58753355,-995.10202643
0.58764156,-994.89951641
0.58774956,-994.69680917
0.58785756,-994.49390483
0.58796556,-994.29080352
0.58807357,-994.08750537
0.58818157,-993.88401051
0.58828957,-993.68031908
0.58839757,-993.47643121
0.58850558,-993.27234702
0.58861358,-993.06806665
0.58872158,-992.86359023
0.58882958,-992.65891789
0.58893759,-992.45404976
0.58904559,-992.24898598
0.58915359,-992.04372666
0.58926159,-991.83827196
0.58936960,-991.63262199
0.58947760,-991.42677688
0.58958560,-991.22073678
0.58969360,-991.01450180
0.58980161,-990.80807209
0.58990961,-990.60144776
0.59001761,-990.39462896
0.59012561,-990.18761582
0.59023362,-989.98040845
0.59034162,-989.77300701
0.59044962,-989.56541161
0.59055762,-989.35762239
0.59066563,-989.14963947
0.59077363,-988.94146300
0.59088163,-988.73309310
0.59098963,-988.52452991
0.59109764,-988.31577354
0.59120564,-988.10682415
0.59131364,-987.89768184
0.59142164,-987.68834677
0.59152965,-987.47881905
0.59163765,-987.26909882
0.59174565,-987.05918622
0.59185365,-986.84908136
0.59196166,-986.63878439
0.59206966,-986.42829543
0.59217766,-986.21761462
0.59228566,-986.00674208
0.59239367,-985.79567795
0.59250167,-985.58442235
0.59260967,-985.37297543
0.59271767,-985.16133731
0.59282568,-984.94950812
0.59293368,-984.73748799
0.59304168,-984.52527706
0.59314968,-984.31287545
0.59325769,-984.10028329
0.59336569,-983.88750073
0.59347369,-983.67452788
0.59358169,-983.46136488
0.59368970,-983.24801186
0.59379770,-983.03446896
0.59390570,-982.82073629
0.59401370,-982.60681400
0.59412171,-982.39270222
0.59422971,-982.17840107
0.59433771,-981.96391069
0.59444571,-981.74923120
0.59455372,-981.53436275
0.59466172,-981.31930546
0.59476972,-981.10405945
0.59487772,-980.88862488
0.59498573,-980.67300185
0.59509373,-980.45719051
0.59520173,-980.24119099
0.59530973,-980.02500341
0.59541774,-979.80862791
0.59552574,-979.59206462
0.59563374,-979.37531367
0.59574174,-979.15837519
0.59584975,-978.94124932
0.59595775,-978.72393618
0.59606575,-978.50643590
0.59617375,-978.28874863
0.59628176,-978.07087447
0.59638976,-977.85281358
0.59649776,-977.63456607
0.59660576,-977.41613209
0.59671377,-977.19751176
0.59682177,-976.97870521
0.59692977,-976.75971257
0.59703777,-976.54053398
0.59714578,-976.32116957
0.59725378,-976.10161946
0.59736178,-975.88188379
0.59746978,-975.66196269
0.59757779,-975.44185629
0.59768579,-975.22156473
0.59779379,-975.00108812
0.59790179,-974.78042661
0.59800980,-974.55958033
0.59811780,-974.33854940
0.59822580,-974.11733396
0.59833380,-973.89593413
0.59844181,-973.67435006
0.59854981,-973.45258186
0.59865781,-973.23062968
0.59876581,-973.00849364
0.59887381,-972.78617388
0.59898182,-972.56367052
0.59908982,-972.34098369
0.59919782,-972.11811353
0.59930582,-971.89506018
0.59941383,-971.67182375
0.59952183,-971.44840438
0.59962983,-971.22480220
0.59973783,-971.00101735
0.59984584,-970.77704995
0.59995384,-970.55290013
0.60006184,-970.32856803
0.60016984,-970.10405378
0.60027785,-969.87935751
0.60038585,-969.65447934
0.60049385,-969.42941942
0.60060185,-969.20417787
0.60070986,-968.97875482
0.60081786,-968.75315040
0.60092586,-968.52736475
0.60103386,-968.30139800
0.60114187,-968.07525027
0.60124987,-967.84892171
0.60135787,-967.62241243
0.60146587,-967.39572257
0.60157388,-967.16885226
0.60168188,-966.94180164
0.60178988,-966.71457083
0.60189788,-966.48715997
0.60200589,-966.25956918
0.60211389,-966.03179860
0.60222189,-965.80384835
0.60232989,-965.57571858
0.60243790,-965.34740941
0.60254590,-965.11892097
0.60265390,-964.89025339
0.60276190,-964.66140681
0.60286991,-964.43238135
0.60297791,-964.20317714
0.60308591,-963.97379433
0.60319391,-963.74423303
0.60330192,-963.51449338
0.60340992,-963.28457552
0.60351792,-963.05447956
0.60362592,-962.82420565
0.60373393,-962.59375391
0.60384193,-962.36312448
0.60394993,-962.13231748
0.60405793,-961.90133305
0.60416594,-961.67017132
0.60427394,-961.43883242
0.60438194,-961.20731648
0.60448994,-960.97562363
0.60459795,-960.74375400
0.60470595,-960.51170773
0.60481395,-960.27948494
0.60492195,-960.04708577
0.60502996,-959.81451035
0.60513796,-959.58175880
0.60524596,-959.34883127
0.60535396,-959.11572787
0.60546197,-958.88244875
0.60556997,-958.64899403
0.60567797,-958.41536384
0.60578597,-958.18155832
0.60589398,-957.94757759
0.60600198,-957.71342180
0.60610998,-957.47909106
0.60621798,-957.24458551
0.60632599,-957.00990528
0.60643399,-956.77505050
0.60654199,-956.54002131
0.60664999,-956.30481783
0.60675800,-956.06944019
0.60686600,-955.83388853
0.60697400,-955.59816298
0.60708200,-955.36226367
0.60719001,-955.12619072
0.60729801,-954.88994428
0.60740601,-954.65352447
0.60751401,-954.41693142
0.60762202,-954.18016526
0.60773002,-953.94322613
0.60783802,-953.70611416
0.60794602,-953.46882948
0.60805403,-953.23137221
0.60816203,-952.99374249
0.60827003,-952.75594045
0.60837803,-952.51796623
0.60848604,-952.27981995
0.60859404,-952.04150174
0.60870204,-951.80301173
0.60881004,-951.56435007
0.60891805,-951.32551687
0.60902605,-951.08651227
0.60913405,-950.84733640
0.60924205,-950.60798939
0.60935006,-950.36847137
0.60945806,-950.12878247
0.60956606,-949.88892283
0.60967406,-949.64889257
0.60978207,-949.40869183
0.60989007,-949.16832074
0.60999807,-948.92777942
0.61010607,-948.68706802
0.61021408,-948.44618665
0.61032208,-948.20513546
0.61043008,-947.96391457
0.61053808,-947.72252412
0.61064609,-947.48096423
0.61075409,-947.23923503
0.61086209,-946.99733667
0.61097009,-946.75526926
0.61107810,-946.51303294
0.61118610,-946.27062784
0.61129410,-946.02805410
0.61140210,-945.78531183
0.61151011,-945.54240118
0.61161811,-945.29932228
0.61172611,-945.05607525
0.61183411,-944.81266023
0.61194212,-944.56907735
0.61205012,-944.32532674
0.61215812,-944.08140853
0.61226612,-943.83732285
0.61237413,-943.59306983
0.61248213,-943.34864961
0.61259013,-943.10406231
0.61269813,-942.85930807
0.61280614,-942.61438702
0.61291414,-942.36929928
0.61302214,-942.12404500
0.61313014,-941.87862430
0.61323815,-941.63303730
0.61334615,-941.38728415
0.61345415,-941.14136498
0.61356215,-940.89527991
0.61367016,-940.64902907
0.61377816,-940.40261261
0.61388616,-940.15603064
0.61399416,-939.90928330
0.61410217,-939.66237072
0.61421017,-939.41529304
0.61431817,-939.16805038
0.61442617,-938.92064287
0.61453418,-938.67307064
0.61464218,-938.42533384
0.61475018,-938.17743258
0.61485818,-937.92936700
0.61496619,-937.68113722
0.61507419,-937.43274339
0.61518219,-937.18418564
0.61529019,-936.93546408
0.61539820,-936.68657886
0.61550620,-936.43753010
0.61561420,-936.18831794
0.61572220,-935.93894251
0.61583021,-935.68940394
0.61593821,-935.43970235
0.61604621,-935.18983789
0.61615421,-934.93981068
0.61626222,-934.68962085
0.61637022,-934.43926853
0.61647822,-934.18875386
0.61658622,-933.93807697
0.61669423,-933.68723799
0.61680223,-933.43623704
0.61691023,-933.18507426
0.61701823,-932.93374979
0.61712624,-932.68226374
0.61723424,-932.43061626
0.61734224,-932.17880747
0.61745024,-931.92683751
0.61755825,-931.67470651
0.61766625,-931.42241459
0.61777425,-931.16996189
0.61788225,-930.91734854
0.61799026,-930.66457467
0.61809826,-930.41164041
0.61820626,-930.15854590
0.61831426,-929.90529126
0.61842227,-929.65187662
0.61853027,-929.39830213
0.61863827,-929.14456790
0.61874627,-928.89067406
0.61885428,-928.63662076
0.61896228,-928.38240812
0.61907028,-928.12803627
0.61917828,-927.87350534
0.61928629,-927.61881547
0.61939429,-927.36396678
0.61950229,-927.10895941
0.61961029,-926.85379349
0.61971830,-926.59846914
0.61982630,-926.34298651
0.61993430,-926.08734572
0.62004230,-925.83154689
0.62015031,-925.57559018
0.62025831,-925.31947569
0.62036631,-925.06320357
0.62047431,-924.80677395
0.62058232,-924.55018695
0.62069032,-924.29344272
0.62079832,-924.03654137
0.62090632,-923.77948304
0.62101433,-923.52226787
0.62112233,-923.26489598
0.62123033,-923.00736750
0.62133833,-922.74968257
0.62144634,-922.49184131
0.62155434,-922.23384386
0.62166234,-921.97569035
0.62177034,-921.71738091
0.62187835,-921.45891568
0.62198635,-921.20029477
0.62209435,-920.94151833
0.62220235,-920.68258648
